Plot,Sowing_Date,Harvest_Date,Yield,Latitude,Longitude,polygon_wkt
AEA172,15/10/2022,,4,12.97799,103.26782,"POLYGON ((103.26721499810904 12.978034315833003, 103.26717939598508 12.97823956236675, 103.26729273582903 12.978269016376384, 103.26748562773736 12.978282546309618, 103.26778517554236 12.978299082437148, 103.26805114253477 12.978319221102357, 103.26829538867193 12.978334750599313, 103.26878267440954 12.978399219121346, 103.26884218161183 12.97839865862084, 103.26886124214082 12.977758800692099, 103.26826162576238 12.977716543611237, 103.26782378181706 12.977682505495594, 103.26724971139497 12.977641946867498, 103.26721499810904 12.978034315833003))"
AEA18,10/05/2022,,3.47,12.92523,103.26392,"POLYGON ((103.26386742592858 12.924833376851574, 103.26369596117044 12.924807364134276, 103.26340975315314 12.925412439718965, 103.26421115369585 12.92577009582844, 103.26424814565534 12.925779908101624, 103.26443424277178 12.92490955739571, 103.26386742592858 12.924833376851574))"
AEA18,15/10/2022,,3.02,12.92523,103.26392,"POLYGON ((103.26386742592858 12.924833376851574, 103.26369596117044 12.924807364134276, 103.26340975315314 12.925412439718965, 103.26421115369585 12.92577009582844, 103.26424814565534 12.925779908101624, 103.26443424277178 12.92490955739571, 103.26386742592858 12.924833376851574))"
AEA19,10/05/2022,,2.9,12.92701,103.26019,"POLYGON ((103.2606755111172 12.926227712580605, 103.26031189493415 12.926064575916817, 103.2600121230047 12.925938576212381, 103.25997434979534 12.926111952487016, 103.25987237442415 12.9266838147818, 103.25984933851497 12.926841504882887, 103.25983435238976 12.92689306290365, 103.25971592072891 12.927479456836513, 103.25966139825876 12.927812119483491, 103.2601223790862 12.927998865426865, 103.26057745069839 12.927003058755776, 103.2608933360354 12.926319086988872, 103.2606755111172 12.926227712580605))"
AEA19,15/10/2022,,5.37,12.92701,103.26019,"POLYGON ((103.2606755111172 12.926227712580605, 103.26031189493415 12.926064575916817, 103.2600121230047 12.925938576212381, 103.25997434979534 12.926111952487016, 103.25987237442415 12.9266838147818, 103.25984933851497 12.926841504882887, 103.25983435238976 12.92689306290365, 103.25971592072891 12.927479456836513, 103.25966139825876 12.927812119483491, 103.2601223790862 12.927998865426865, 103.26057745069839 12.927003058755776, 103.2608933360354 12.926319086988872, 103.2606755111172 12.926227712580605))"
AEA2,10/05/2022,,4.01,12.97622,103.26385,"POLYGON ((103.26395167503786 12.975876130568572, 103.26354933781211 12.975828674803038, 103.26352716068246 12.976156841038074, 103.2635106685577 12.976509152203612, 103.26400782463224 12.976556093082802, 103.264307287325 12.976584494556045, 103.26439617398911 12.975920423204034, 103.26395167503786 12.975876130568572))"
AEA2,15/10/2022,,5.08,12.97622,103.26385,"POLYGON ((103.26395167503786 12.975876130568572, 103.26354933781211 12.975828674803038, 103.26352716068246 12.976156841038074, 103.2635106685577 12.976509152203612, 103.26400782463224 12.976556093082802, 103.264307287325 12.976584494556045, 103.26439617398911 12.975920423204034, 103.26395167503786 12.975876130568572))"
AEA20,10/05/2022,,3.37,12.92454,103.26315,"POLYGON ((103.2625182798793 12.92502270736516, 103.2631770415568 12.925313317803363, 103.26326610460792 12.925338304395956, 103.26327795594607 12.925316859065415, 103.2633122257085 12.925226685515952, 103.26331116964884 12.925167845746122, 103.26335895191171 12.925027539000581, 103.26345520992051 12.925069792722828, 103.26348437691702 12.925082901243087, 103.2635284299634 12.925058800203727, 103.26366359916831 12.924762665594157, 103.26388023412512 12.924320708192162, 103.2639830845942 12.924092677027847, 103.26352783204739 12.923890823335698, 103.26312070254804 12.923716030429244, 103.2625182798793 12.92502270736516))"
AEA20,15/10/2022,,5,12.92454,103.26315,"POLYGON ((103.2625182798793 12.92502270736516, 103.2631770415568 12.925313317803363, 103.26326610460792 12.925338304395956, 103.26327795594607 12.925316859065415, 103.2633122257085 12.925226685515952, 103.26331116964884 12.925167845746122, 103.26335895191171 12.925027539000581, 103.26345520992051 12.925069792722828, 103.26348437691702 12.925082901243087, 103.2635284299634 12.925058800203727, 103.26366359916831 12.924762665594157, 103.26388023412512 12.924320708192162, 103.2639830845942 12.924092677027847, 103.26352783204739 12.923890823335698, 103.26312070254804 12.923716030429244, 103.2625182798793 12.92502270736516))"
AEA20,15/12/2023,,4.3,12.92454,103.26315,"POLYGON ((103.2625182798793 12.92502270736516, 103.2631770415568 12.925313317803363, 103.26326610460792 12.925338304395956, 103.26327795594607 12.925316859065415, 103.2633122257085 12.925226685515952, 103.26331116964884 12.925167845746122, 103.26335895191171 12.925027539000581, 103.26345520992051 12.925069792722828, 103.26348437691702 12.925082901243087, 103.2635284299634 12.925058800203727, 103.26366359916831 12.924762665594157, 103.26388023412512 12.924320708192162, 103.2639830845942 12.924092677027847, 103.26352783204739 12.923890823335698, 103.26312070254804 12.923716030429244, 103.2625182798793 12.92502270736516))"
AEA20,16/09/2023,11/12/2023,4.36,12.92454,103.26315,"POLYGON ((103.2625182798793 12.92502270736516, 103.2631770415568 12.925313317803363, 103.26326610460792 12.925338304395956, 103.26327795594607 12.925316859065415, 103.2633122257085 12.925226685515952, 103.26331116964884 12.925167845746122, 103.26335895191171 12.925027539000581, 103.26345520992051 12.925069792722828, 103.26348437691702 12.925082901243087, 103.2635284299634 12.925058800203727, 103.26366359916831 12.924762665594157, 103.26388023412512 12.924320708192162, 103.2639830845942 12.924092677027847, 103.26352783204739 12.923890823335698, 103.26312070254804 12.923716030429244, 103.2625182798793 12.92502270736516))"
AEA20,17/05/2023,11/09/2023,4.84,12.92454,103.26315,"POLYGON ((103.2625182798793 12.92502270736516, 103.2631770415568 12.925313317803363, 103.26326610460792 12.925338304395956, 103.26327795594607 12.925316859065415, 103.2633122257085 12.925226685515952, 103.26331116964884 12.925167845746122, 103.26335895191171 12.925027539000581, 103.26345520992051 12.925069792722828, 103.26348437691702 12.925082901243087, 103.2635284299634 12.925058800203727, 103.26366359916831 12.924762665594157, 103.26388023412512 12.924320708192162, 103.2639830845942 12.924092677027847, 103.26352783204739 12.923890823335698, 103.26312070254804 12.923716030429244, 103.2625182798793 12.92502270736516))"
AEA21,10/05/2022,,2.98,12.9243,103.26242,"POLYGON ((103.26274021861805 12.923552676507498, 103.2622716161039 12.923341837122056, 103.26188709138421 12.924157195757871, 103.26166287116376 12.924637844081985, 103.26209046224764 12.924835708519685, 103.2625182798793 12.92502270736516, 103.26312070254804 12.923716030429244, 103.26274021861805 12.923552676507498))"
AEA21,15/10/2022,,5.54,12.9243,103.26242,"POLYGON ((103.26274021861805 12.923552676507498, 103.2622716161039 12.923341837122056, 103.26188709138421 12.924157195757871, 103.26166287116376 12.924637844081985, 103.26209046224764 12.924835708519685, 103.2625182798793 12.92502270736516, 103.26312070254804 12.923716030429244, 103.26274021861805 12.923552676507498))"
AEA22,10/05/2022,,2.92,12.92781,103.26269,"POLYGON ((103.263161552098 12.92770437591807, 103.26322320547493 12.927356534693969, 103.26262608961936 12.92708995112467, 103.26238963165208 12.927610271662434, 103.262124301224 12.92818248272912, 103.26292021583632 12.92847381335807, 103.26305298120165 12.927891152854505, 103.26311925645847 12.927897333672496, 103.263161552098 12.92770437591807))"
AEA22,15/10/2022,,4.02,12.92781,103.26269,"POLYGON ((103.263161552098 12.92770437591807, 103.26322320547493 12.927356534693969, 103.26262608961936 12.92708995112467, 103.26238963165208 12.927610271662434, 103.262124301224 12.92818248272912, 103.26292021583632 12.92847381335807, 103.26305298120165 12.927891152854505, 103.26311925645847 12.927897333672496, 103.263161552098 12.92770437591807))"
AEA23,07/10/2024,26/09/2024,5.64,12.92653,103.2623,"POLYGON ((103.26170586199103 12.926579322620478, 103.26170060988036 12.926682498464062, 103.26235072853306 12.926973789217762, 103.26258562776259 12.927064319393567, 103.2626656525951 12.926915617828037, 103.26292554699751 12.926353414288176, 103.26184543570983 12.92590040603686, 103.26170586199103 12.926579322620478))"
AEA23,10/05/2022,,2.76,12.92653,103.2623,"POLYGON ((103.26170586199103 12.926579322620478, 103.26170060988036 12.926682498464062, 103.26235072853306 12.926973789217762, 103.26258562776259 12.927064319393567, 103.2626656525951 12.926915617828037, 103.26292554699751 12.926353414288176, 103.26184543570983 12.92590040603686, 103.26170586199103 12.926579322620478))"
AEA23,12/06/2024,09/01/2025,6.49,12.92653,103.2623,"POLYGON ((103.26170586199103 12.926579322620478, 103.26170060988036 12.926682498464062, 103.26235072853306 12.926973789217762, 103.26258562776259 12.927064319393567, 103.2626656525951 12.926915617828037, 103.26292554699751 12.926353414288176, 103.26184543570983 12.92590040603686, 103.26170586199103 12.926579322620478))"
AEA23,15/09/2023,,4,12.92653,103.2623,"POLYGON ((103.26170586199103 12.926579322620478, 103.26170060988036 12.926682498464062, 103.26235072853306 12.926973789217762, 103.26258562776259 12.927064319393567, 103.2626656525951 12.926915617828037, 103.26292554699751 12.926353414288176, 103.26184543570983 12.92590040603686, 103.26170586199103 12.926579322620478))"
AEA23,15/10/2022,,4.2,12.92653,103.2623,"POLYGON ((103.26170586199103 12.926579322620478, 103.26170060988036 12.926682498464062, 103.26235072853306 12.926973789217762, 103.26258562776259 12.927064319393567, 103.2626656525951 12.926915617828037, 103.26292554699751 12.926353414288176, 103.26184543570983 12.92590040603686, 103.26170586199103 12.926579322620478))"
AEA23,16/12/2023,08/03/2024,6.83,12.92653,103.2623,"POLYGON ((103.26170586199103 12.926579322620478, 103.26170060988036 12.926682498464062, 103.26235072853306 12.926973789217762, 103.26258562776259 12.927064319393567, 103.2626656525951 12.926915617828037, 103.26292554699751 12.926353414288176, 103.26184543570983 12.92590040603686, 103.26170586199103 12.926579322620478))"
AEA23,17/05/2023,01/09/2023,4.65,12.92653,103.2623,"POLYGON ((103.26170586199103 12.926579322620478, 103.26170060988036 12.926682498464062, 103.26235072853306 12.926973789217762, 103.26258562776259 12.927064319393567, 103.2626656525951 12.926915617828037, 103.26292554699751 12.926353414288176, 103.26184543570983 12.92590040603686, 103.26170586199103 12.926579322620478))"
AEA24,10/05/2022,,3.18,12.92727,103.2594,"POLYGON ((103.2595616808072 12.926855968057016, 103.25927674896708 12.926808149921818, 103.25905176306013 12.926765036135446, 103.25894270352444 12.927424503025158, 103.25891479558663 12.927501951094982, 103.25966139825876 12.927812119483491, 103.25971592072891 12.927479456836513, 103.25983435238976 12.92689306290365, 103.2595616808072 12.926855968057016))"
AEA24,15/10/2022,,4.61,12.92727,103.2594,"POLYGON ((103.2595616808072 12.926855968057016, 103.25927674896708 12.926808149921818, 103.25905176306013 12.926765036135446, 103.25894270352444 12.927424503025158, 103.25891479558663 12.927501951094982, 103.25966139825876 12.927812119483491, 103.25971592072891 12.927479456836513, 103.25983435238976 12.92689306290365, 103.2595616808072 12.926855968057016))"
AEA25,10/05/2022,,3,12.92435,103.26158,"POLYGON ((103.26131101849285 12.92449387059244, 103.26140427000898 12.924535330656765, 103.26150051503669 12.924578121603359, 103.26166287116376 12.924637844081985, 103.26188709138421 12.924157195757871, 103.26183079652235 12.924131694263998, 103.2617767223087 12.92412415952972, 103.26138971933247 12.924086013993595, 103.26131101849285 12.92449387059244))"
AEA25,15/10/2022,,2.8,12.92435,103.26158,"POLYGON ((103.26131101849285 12.92449387059244, 103.26140427000898 12.924535330656765, 103.26150051503669 12.924578121603359, 103.26166287116376 12.924637844081985, 103.26188709138421 12.924157195757871, 103.26183079652235 12.924131694263998, 103.2617767223087 12.92412415952972, 103.26138971933247 12.924086013993595, 103.26131101849285 12.92449387059244))"
AEA26,10/05/2022,,2.45,12.92648,103.25959,"POLYGON ((103.25927674896707 12.926808149921817, 103.25956168080718 12.926855968057016, 103.25983435238973 12.92689306290365, 103.25984933851495 12.926841504882887, 103.25987237442415 12.9266838147818, 103.25997434979533 12.926111952486927, 103.25947181093515 12.926032668614244, 103.25927674896707 12.926808149921817))"
AEA26,15/10/2022,,2.8,12.92648,103.25959,"POLYGON ((103.25927674896707 12.926808149921817, 103.25956168080718 12.926855968057016, 103.25983435238973 12.92689306290365, 103.25984933851495 12.926841504882887, 103.25987237442415 12.9266838147818, 103.25997434979533 12.926111952486927, 103.25947181093515 12.926032668614244, 103.25927674896707 12.926808149921817))"
AEA27,10/05/2022,,5.61,12.93255,103.2612,"POLYGON ((103.26136632090648 12.931231576825109, 103.26131470648421 12.931220710004983, 103.26126022599621 12.931201214419952, 103.26119300125458 12.931191200189602, 103.26112471039409 12.931185660291161, 103.2610775591052 12.931613421767407, 103.26102302364481 12.932080562676083, 103.26095279217036 12.932757961506923, 103.26093576467504 12.932935206918819, 103.2609152109943 12.933199099350361, 103.26084281679788 12.933738059496978, 103.26078246606758 12.93417158376084, 103.26111608373564 12.934208828608298, 103.26113414402258 12.934032269657429, 103.2611628352386 12.9337622133552, 103.26119242870551 12.933502685963541, 103.26122643655634 12.933169049266711, 103.26126919426947 12.93276898517209, 103.26130761354477 12.932432029620264, 103.26136028950714 12.932078428038231, 103.26140623798831 12.931710432163973, 103.2614630985582 12.931245411141763, 103.26136632090648 12.931231576825109))"
AEA27,15/10/2022,,4.54,12.93255,103.2612,"POLYGON ((103.26136632090648 12.931231576825109, 103.26131470648421 12.931220710004983, 103.26126022599621 12.931201214419952, 103.26119300125458 12.931191200189602, 103.26112471039409 12.931185660291161, 103.2610775591052 12.931613421767407, 103.26102302364481 12.932080562676083, 103.26095279217036 12.932757961506923, 103.26093576467504 12.932935206918819, 103.2609152109943 12.933199099350361, 103.26084281679788 12.933738059496978, 103.26078246606758 12.93417158376084, 103.26111608373564 12.934208828608298, 103.26113414402258 12.934032269657429, 103.2611628352386 12.9337622133552, 103.26119242870551 12.933502685963541, 103.26122643655634 12.933169049266711, 103.26126919426947 12.93276898517209, 103.26130761354477 12.932432029620264, 103.26136028950714 12.932078428038231, 103.26140623798831 12.931710432163973, 103.2614630985582 12.931245411141763, 103.26136632090648 12.931231576825109))"
AEA27,18/09/2023,09/12/2023,5.14,12.93255,103.2612,"POLYGON ((103.26136632090648 12.931231576825109, 103.26131470648421 12.931220710004983, 103.26126022599621 12.931201214419952, 103.26119300125458 12.931191200189602, 103.26112471039409 12.931185660291161, 103.2610775591052 12.931613421767407, 103.26102302364481 12.932080562676083, 103.26095279217036 12.932757961506923, 103.26093576467504 12.932935206918819, 103.2609152109943 12.933199099350361, 103.26084281679788 12.933738059496978, 103.26078246606758 12.93417158376084, 103.26111608373564 12.934208828608298, 103.26113414402258 12.934032269657429, 103.2611628352386 12.9337622133552, 103.26119242870551 12.933502685963541, 103.26122643655634 12.933169049266711, 103.26126919426947 12.93276898517209, 103.26130761354477 12.932432029620264, 103.26136028950714 12.932078428038231, 103.26140623798831 12.931710432163973, 103.2614630985582 12.931245411141763, 103.26136632090648 12.931231576825109))"
